Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
114	NCT00889538	Study of Glutathione, Vitamin C and Cysteine in Children With Autism and Severe Behavior Problems		Completed	No Results Available	Autism|Severe Behavior Disorder	Drug: placebo|Drug: glutathione|Drug: glutathione, vit C and NAC	Improvement in both developmental skills and behavior with either glutathione or glutathione, Vitamin C and N-acetylcysteine therapy as compared to placebo therapy. Subjects will also be monitored using clinical and laboratory safety parameters.|Response to glutathione (changes in behavior) will correlate with the glutathione level (GSH) and GSH:GSSG ratio	University of Louisville|Cumberland Pharmaceuticals|Norton Healthcare	All	5 Years to 16 Years   (Child)	Not Applicable	24	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	Glutathione-KCPCRU-01	April 2009	September 2012	September 2012	April 29, 2009		December 7, 2016	KCPCRU, Louisville, Kentucky, United States		https://ClinicalTrials.gov/show/NCT00889538
115	NCT01620060	Lurasidone Pediatric Pharmacokinetics Study		Completed	Has Results	Schizophrenia|Autism	Drug: Lurasidone	Lurasidone Primary Pharmacokinetic Parameters|Lurasidone Peak Serum Concentration (Cmax)|Number of Participants With Serious Adverse Events and Non-serious Adverse Events	Sunovion	All	6 Years to 17 Years   (Child)	Phase 1	105	Industry	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	D1050300	June 2012	May 2013	May 2013	June 15, 2012	July 31, 2014	April 8, 2016	Woodland International Research Group, Inc., Little Rock, Arkansas, United States|Woodland Northwest Research, LLC, Springdale, Arkansas, United States|World Wide Research Centers Inc., Murrietta, California, United States|Segal Institute for Clinical Research, Ft. Lauderdale, Florida, United States|Miami Children's Hospital, South Miami, Florida, United States|Atlanta Center for Medical Research, Atlanta, Georgia, United States|University of Cincinnati, Dept. of Psychiatry & Behavioral Neuroscience, Cincinnati, Ohio, United States|University Hospitals Case Medical Center, Cleveland, Ohio, United States|CRI Worldwide, LLC, Philadelphia, Pennsylvania, United States|Aspen Clinical Research, Orem, Utah, United States		https://ClinicalTrials.gov/show/NCT01620060
116	NCT01141595	Tetrahydrobiopterin Treatment in Children With Idiopathic Cognitive Developmental Disorders		Completed	Has Results	Autism Spectrum Disorder	Drug: sapropterin dihydrochloride	Preschool Language Scales	The University of Texas Health Science Center, Houston|BioMarin Pharmaceutical	All	2 Years to 6 Years   (Child)	Not Applicable	10	Other|Industry	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	HSC-MS-09-0578	July 2010	September 2011	September 2011	June 10, 2010	February 24, 2014	April 1, 2014	Arkansas Children's Hospital Research Institute, Little Rock, Arkansas, United States		https://ClinicalTrials.gov/show/NCT01141595
117	NCT04518358	Expert Guiding Technology to Help Individuals With Developmental Challenges Build Life and Vocational Skills		Unknown status	No Results Available	Autism Spectrum Disorder|Intellectual Disability	Behavioral: Use of Expert Guiding Technology (GAINS) to Improve Live and Vocational Skills for Individuals with Developmental Challenges	Fidelity of Treatment Implementation|Independent Completion of Steps|Number of Sessions to Skill Acquisition	John T. Nosek|Guiding Technologies Corporation	All	Child, Adult, Older Adult	Not Applicable	8	Industry	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	1R43MH121230-01	September 1, 2019	August 31, 2021	August 31, 2021	August 19, 2020		August 19, 2020	Chimes Delaware, Newark, Delaware, United States		https://ClinicalTrials.gov/show/NCT04518358
118	NCT00848874	Portable Visual Guidance System Phase II	PVGS-II	Completed	No Results Available	Asperger Syndrome|High Functioning Autism	Behavioral: PVGS	Students who use the PVGS will demonstrate improved classroom social pragmatics and executive functioning.	Minna Levine, PhD|SymTrend Inc.|University of North Carolina, Chapel Hill	All	11 Years to 21 Years   (Child, Adult)	Not Applicable	47	Industry|Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2R41MH075162|NIHM_2R41MH75162--02A1	September 2008	March 2010	March 2010	February 20, 2009		October 9, 2018	SymTrend, Inc., Belmont, Massachusetts, United States		https://ClinicalTrials.gov/show/NCT00848874
119	NCT02911194	a2 Milk for Autism and Attention-deficit Hyperactivity Disorder (ADHD)	A2MT	Completed	No Results Available	Autism|Attention Deficit Hyperactivity Disorder|Autism Spectrum Disorder	Dietary Supplement: a2 milk|Dietary Supplement: a1 containing milk	Change in Childhood Autism Rating Scale (CARS2-HF) Value during intervention|Change in Conners' Rating Scale - Revised (L) value during intervention.|Amino acid analysis of urine samples by mass spectroscopy.|Metabolomic analysis of blood spot samples by mass spectroscopy.|Changes to the gut microbiome profile.|Changes to stool appearance measured using the Bristol Stool Chart.	Northumbria University|ESPA Research|a2 Milk Company Ltd.	Male	5 Years to 10 Years   (Child)	Not Applicable	40	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment	SUB017_Lodge_031115	September 2016	September 2018	September 2018	September 22, 2016		September 5, 2018	ESPA Research, Sunderland, Tyne And Wear, United Kingdom		https://ClinicalTrials.gov/show/NCT02911194
120	NCT04535817	Xolair Interventional Study in ASD Patients With Comorbid Atopy		Withdrawn	No Results Available	Autism Spectrum Disorder|Atopy	Drug: Omalizumab Injection [Xolair]	Change from Baseline to Week 12 in Social Responsiveness Scale (SRS) Edition 2|Change from Baseline to Week 24 in Social Responsiveness Scale (SRS) Edition 2|Change from Baseline to Week 48 in Social Responsiveness Scale (SRS) Edition 2|Change from Week 24 to Week 48 in Social Responsiveness Scale (SRS) Edition 2|Change from Baseline to Week 12 in Aberrant Behavior Checklist (ABC)|Change from Baseline to Week 24 in Aberrant Behavior Checklist (ABC)|Change from Baseline to Week 48 in Aberrant Behavior Checklist (ABC)|Change from Week 24 to Week 48 in Aberrant Behavior Checklist (ABC)|Change from Baseline to Week 1 in Autism Treatment Evaluation Checklist (ATEC)|Change from Baseline to Week 4 in Autism Treatment Evaluation Checklist (ATEC)|Change from Baseline to Week 8 in Autism Treatment Evaluation Checklist (ATEC)|Change from Baseline to Week 12 in Autism Treatment Evaluation Checklist (ATEC)|Change from Baseline to Week 16 in Autism Treatment Evaluation Checklist (ATEC)|Change from Baseline to Week 20 in Autism Treatment Evaluation Checklist (ATEC)|Change from Baseline to Week 24 in Autism Treatment Evaluation Checklist (ATEC)|Change from Baseline to Week 48 in Autism Treatment Evaluation Checklist (ATEC)|Change from Week 24 to Week 48 in Autism Treatment Evaluation Checklist (ATEC)|Inflammatory Marker Levels|Structural MRI|Functional MRI (resting state)|Generalized Anxiety Disorder 7-item (GAD-7)|Epworth Sleepiness Scale (ESS)|Pittsburgh Sleep Quality Index (PSQI)|Asthma Control Test (ACT)|Rhinitis Control Assessment Test (RCAT)|Validated Investigator Global Assessment of Atopic Dermatitis (vIGA-AD)	Beth Israel Deaconess Medical Center|Novartis	All	18 Years to 30 Years   (Adult)	Phase 1	0	Other|Industry	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2020P000753	January 1, 2021	January 1, 2022	January 1, 2022	September 2, 2020		August 18, 2021	Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States		https://ClinicalTrials.gov/show/NCT04535817
121	NCT00261508	A Study of the Effectiveness and Safety of Risperidone Versus Placebo in the Treatment of Children With Autistic Disorder and Other Pervasive Developmental Disorders (PDD)		Completed	No Results Available	DCild Development Disorders, Pervasive|Autistic Disorder|Developmental Disabilities|Asperger Syndrome|Rett Syndrome	Drug: risperidone	Change in the Irritability Subscale of the Aberrant Behavior Checklist (ABC) and other ABC subscales at end of treatment compared with baseline|Change from baseline to end of treatment in Nisonger Child Behavior Rating Form (N-CBRF), Visual Analogue Scale (VAS), and Clinical Global Impression (CGI); incidence of adverse events throughout study.	Janssen-Ortho Inc., Canada	All	5 Years to 12 Years   (Child)	Phase 3	80	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double|Primary Purpose: Treatment	CR006106	August 1999		December 2001	December 5, 2005		January 24, 2011			https://ClinicalTrials.gov/show/NCT00261508
122	NCT03605368	VR Intervention to Improve Police Safety		Recruiting	No Results Available	Autism Spectrum Disorder|Autism	Behavioral: Virtual Reality Intervention|Behavioral: Video Modeling Intervention	Change in Live Police Interaction Assessment Scores from Pre-to-Post treatment|Change in Police Interaction Knowledge|Learned skill improvements - Phase IIb only	Children's Hospital of Philadelphia|Floreo, Inc.|National Institute of Mental Health (NIMH)	All	12 Years to 60 Years   (Child, Adult)	Not Applicable	96	Other|Industry|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	17-014387|1R42MH115539-01	November 28, 2017	August 2022	August 2022	July 30, 2018		November 26, 2021	Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT03605368
123	NCT03514134	Modifying (Phase I) and Evaluating (Phase II) Virtual Reality Job Interview Training for Youth in Transition		Active, not recruiting	No Results Available	Autism Spectrum Disorder	Behavioral: Virtual Reality Job Interview Training|Behavioral: Services as Usual	Change in Job Interview Skills|Change in Job Interview Self-Efficacy|Change in Job Interview Motivation|Change in Job Interview Anxiety|Change in Employment Outcomes	University of Michigan|University of Wisconsin, Madison|SIMmersion, LLC	All	16 Years to 21 Years   (Child, Adult)	Not Applicable	71	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	HUM00129575	October 1, 2018	May 20, 2021	July 1, 2022	May 2, 2018		January 6, 2022	University of Michigan, Ann Arbor, Michigan, United States		https://ClinicalTrials.gov/show/NCT03514134
124	NCT01172509	TMS Measures of Plasticity and Excitatory/Inhibitory Ratio as Biomarkers: R-baclofen Effects in Normal Volunteers		Terminated	No Results Available	Autism	Drug: R-baclofen	percent of baseline TMS-induced measures of (1) human synaptic plasticity (LTD)	Gonzalez-Heydrich, Joseph, M.D.|Boston Children's Hospital|Seaside Therapeutics, Inc.	All	18 Years to 30 Years   (Adult)	Phase 1	6	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science	TMS_biomarker_Rbac_normals1	October 2010	July 2012	July 2012	July 29, 2010		August 21, 2015	Berenson-Allen Center for Noninvansive Brain Stimulation Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States		https://ClinicalTrials.gov/show/NCT01172509
125	NCT04475848	A Study to Investigate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Food Effect of RO6953958 in Healthy Participants		Completed	No Results Available	Autistic Disorder|Autism Spectrum Disorder|Child Development Disorders, Pervasive|Mental Disorders|Neurodevelopmental Disorders	Drug: RO6953958|Drug: Placebo|Drug: Midazolam	Parts 1, 2 and 3: Percentage of Participants with Adverse Events|Part 2: Change in suicide risk assessed using the Columbia Suicide Severity Rating Scale (C-SSRS)|Parts 1, 2 and 3: Maximum Observed Plasma Concentration (Cmax) of RO6953958 and its Metabolites RO7021594 and RO7045755|Parts 2 and 3: Average Plasma Concentration (Cavg) of RO6953958 and its Metabolites RO7021594 and RO7045755|Parts 1, 2 and 3: Time to Reach Maximum Observed Plasma Concentration (Tmax) of RO6953958 and its Metabolites RO7021594 and RO7045755|Part 1: Last Quantifiable Concentration (Clast) of RO6953958 and its Metabolites RO7021594 and RO7045755 in Fasted and Fed state|Part 1: Time To the Last Quantifiable Concentration (Tlast) of RO6953958 and its Metabolites RO7021594 and RO7045755|Parts 1, 2 and 3: Terminal Elimination Phase Half-Life (t1/2) of RO6953958 and its Metabolites RO7021594 and RO7045755|Parts 2 and 3: Area Under the Concentration-Time Curve (AUC(0-t)) of RO6953958 and its Metabolites RO7021594 and RO7045755|Part 1: Area Under the Plasma Concentration Versus Time Curve From Zero to 12h Postdose (AUC(0-12h)) of RO6953958 and its Metabolites RO7021594 and RO7045755|Part 1: Area Under the Plasma Concentration Versus Time Curve From Zero to the Last Measurable Concentration (AUC0-last) of RO6953958 and its Metabolites RO7021594 and RO7045755|Part 1: Area Under the Plasma Concentration Versus Time Curve Extrapolated to Infinity (AUC0-inf) of RO6953958 and its Metabolites RO7021594 and RO7045755|Parts 1, 2 and 3: Apparent Clearance (CL/F) of RO6953958|Parts 1, 2 and 3: Apparent Volume of Distribution (V/F) of RO6953958|Parts 1 and 2: Cumulative Amount of Unchanged Drug Excreted into the Urine (Ae) of RO6953958|Parts 1 and 2: Fraction of the Administered Drug Excreted into the Urine (Fe) of RO6953958|Parts 1 and 2: Renal Clearance of the Drug from Urine (CLR) of RO6953958|Parts 1, 2 and 3: Trough Plasma Concentration (Ctrough) of RO6953958 and its Metabolites RO7021594 and RO7045755|Parts 2 and 3: Accumulation Ratio based on AUC (RAUC) of RO6953958 and its Metabolites RO7021594 and RO7045755|Parts 2 and 3: Accumulation Ratio Based on Cmax (RCmax) of RO6953958 and its Metabolites RO7021594 and RO7045755|Parts 1, 2 and 3: Accumulation Ratio based on Ctrough (RCtrough) of RO6953958 and its Metabolites RO7021594 and RO7045755|Parts 1, 2 and 3: Molecular Weight Adjusted Metabolite-to-Parent Ratio for Cmax of RO6953958 and its Metabolites RO7021594 and RO7045755|Parts 1, 2 and 3: Molecular Weight Adjusted Metabolite-to-Parent Ratio for Area Under the Concentration-Time Curve (AUC(0-t)) of RO6953958 and its Metabolites RO7021594 and RO7045755|Part 3: Tmax of Midazolam|Part 3: Cmax of Midazolam|Part 3: T1/2 of Midazolam|Part 3: AUClast of Midazolam|Part 3: AUCinf of Midazolam|Part 3: VF of oral Midazolam|Part 3: RAUC of Midazolam|Part 3: RCmax of Midazolam|Part 3: CL: Total Plasma Clearance of IV Midazolam|Part 3: Fraction Absorbed (F) of Midazolam|Part 3: Volume of Distribution under Steady-state Conditions (Vss) of Midazolam	Hoffmann-La Roche	Male	18 Years to 55 Years   (Adult)	Phase 1	88	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment	BP41695|2019-004486-41	July 15, 2020	February 6, 2022	February 6, 2022	July 17, 2020		February 16, 2022	Hammersmith Medicines Research; Central Middlesex Hospital, London, United Kingdom		https://ClinicalTrials.gov/show/NCT04475848
126	NCT01914393	Pediatric Open-Label Extension Study		Completed	Has Results	Schizophrenia|Autism|Bipolar Depression	Drug: Lurasidone 20, 40, 60, 80 mg, flexibly dosed	Number of Subjects With Adverse Events (AEs), Discontinuations Due to AEs and Serious AEs (SAEs)|Change From Baseline in the Positive and Negative Syndrome Scale (PANSS) Total Score|Change From Baseline in PANSS Positive Subscale Score|Change From Baseline in PANSS Negative Subscale Score|Change From Baseline in PANSS General Psychopathology Subscale Score|Change From Baseline in PANSS Excitability Subscale Score|Change From Baseline in the Clinical Global Impression -Severity Score|Change From Baseline in Clinician-Rated Children's Global Assessment Score (CGAS) Score|Change From Baseline in Pediatric Quality of Life Enjoyment and Satisfaction Questionnaire (PQ-LES-Q) Percentage Maximum Possible Score|Change From Baseline in Aberrant Behavior Checklist (ABC) Irritability Subscale Score|Change From Baseline in Aberrant Behavior Checklist (ABC) Lethargy and Social Withdrawal Subscale Score|Change From Baseline in Aberrant Behavior Checklist (ABC) Stereotypic Behavior Subscale Score|Change From Baseline in Aberrant Behavior Checklist (ABC) Hyperactivity and Noncompliance Subscale Score|Change From Baseline in Aberrant Behavior Checklist (ABC) Inappropriate Speech Subscale Score|Change From Baseline in Clinical Global Impression (CGI) - Severity Score|Change From Baseline in Children's Yale-Brown Obsessive Compulsive Score (CY-BOCS)|Change From Baseline in Caregiver Strain Questionnaire (CGSQ) Global Strain Score|Change From Baseline in Children's Depression Rating Scale, Revised (CDRS-R) Total Score|Change From Baseline in Clinical Global Impression Bipolar Version (CGI-BP-S) Depression Score|Change From Baseline in Clinician-rated Children's Global Assessment Scale (CGAS) Score|Change From Baseline in Pediatric Anxiety Rating Scale (PAR) Total Score|Change From Baseline in Attention-Deficity/Hyperactivity Disorder Rating Scale (ADHD-RS) Total Score	Sunovion	All	6 Years to 17 Years   (Child)	Phase 3	702	Industry	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	D1050302|2013-001694-24	September 30, 2013	October 17, 2018	October 17, 2018	August 2, 2013	December 19, 2019	December 19, 2019	Harmonex Neuroscience Research, Dothan, Alabama, United States|Diligent Clinical Trials, Inc, Downey, California, United States|University of California San Francisco Medical Center, San Francisco, California, United States|Neuropsychiatric Research Center of Orange County, Santa Ana, California, United States|Sarkis Clinical Trials - Parent, Gainesville, Florida, United States|Clinical Neuroscience Solutions, Inc., Orlando, Florida, United States|APG Research, LLC, Orlando, Florida, United States|University of South Florida, Saint Petersburg, Florida, United States|Medical Research Group of Central Florida, Sanford, Florida, United States|University of South Florida Rothman Center of Neuropychiatry, Tampa, Florida, United States|Atlanta Center for Medical Research, Atlanta, Georgia, United States|Attalla Consultants, LLC, Smyrna, Georgia, United States|Psychiatric Associates, Overland Park, Kansas, United States|University Of Kentucky, Lexington, Kentucky, United States|Lake Charles Clinical Trials LLC,2770 3rd Avenue,Suite 340, Lake Charles, Louisiana, United States|Kennedy Krieger Institute, Baltimore, Maryland, United States|Neurobehavioral medicine Group, LLC, Bloomfield Hills, Michigan, United States|St. Charles Psychiatric Associates, Saint Charles, Missouri, United States|Jersey Shore University Medical Center, Neptune, New Jersey, United States|North Shore/Long Island Jewish PRIME, Glen Oaks, New York, United States|Dr. Jeanette Cueva, Mount Kisco, New York, United States|Montefiore Medical Center PRIME, New York, New York, United States|Finger Lakes Clinical Research, Rochester, New York, United States|Richmond Behavioral Associates, Staten Island, New York, United States|University of Cincinnati Medical Center, Cincinnati, Ohio, United States|University Hospitals Case Medical Center, Cleveland, Ohio, United States|The Ohio State University Nisonger Center, Columbus, Ohio, United States|Cutting Edge Research Group, Oklahoma City, Oklahoma, United States|Pillar Clinical Research, LLC, Dallas, Texas, United States|Family Psychiatry of The Woodlands, P.A., The Woodlands, Texas, United States|Ericksen Research & Development, LLC, Clinton, Utah, United States|University of Virginia, Charlottesville, Virginia, United States|Neuroscience, Inc., Herndon, Virginia, United States|Clinical Research Partners, LLC, Petersburg, Virginia, United States|Carilion Clinic, Roanoke, Virginia, United States|MHC - Ruse, EOOD, Ruse, Bulgaria|UMHAT "Alexandrovska" EAD, Sofia, Bulgaria|MHAT-Targovishte, AD, Targovishte, Bulgaria|DCC "Mladost M" - Varna, OOD, Varna, Bulgaria|Centro de Investigaciones y Proyectos en Neurociencias CIPNA, Barranquilla, Colombia|E.S.E. Hospital Mental de Antioquia, Bello, Colombia|Centro de Investigaciones del Sistema Nervioso Limitada - Grupo CISNE Ltda, Bogota, Colombia|CHU Nantes - Hôpital Mère-Enfant, Nantes Cedex 1, France|Vadaskert Alapitvany a Gyermekek Lelki Egeszsegeert, Budapest, Hungary|Bekes Megyei Pandy Kalman Korhaz, Gyula, Hungary|Seoul National University Hospital, Seoul, Gyeonggi-do, Korea, Republic of|Chonnam National University Hospital, Gwangju, Korea, Republic of|Inha University Hospital, Incheon, Korea, Republic of|Chonbuk National University Hospital, Jeonju, Korea, Republic of|University Malaya Medical Centre, Kuala Lumpur, Malaysia|Centro para el Desarrollo de la Medicina y de Asistencia Medica Especializada S.C., Culiacan, Sinaloa, Mexico|Dr. Jessica Rosas Escobar, Durango, Mexico|Instituto de Investigaciones Aplicadas a la Neurociencia A.C., Durango, Mexico|Accelerium S. de R.L. de C.V., Monterrey, Mexico|Instituto de Informacion de Investigacion en Salud Mental, Monterrey, Mexico|Av Modesto Arreola #917 Ote. Col Centro, Nuevo León, Mexico|Alexian Brothers Health and Wellness Center, Davao City, Philippines|West Visayas State University Medical Center, Iloilo, Philippines|National Center for Mental Health, Mandaluyong City, Philippines|Veterans Memorial Medical Center, Quezon City, Philippines|NZOZ Poradnia Zdrowia Psychicznego, Kobierzyce, Poland|Wojewodzki Szpital Zespolony im. L. Rydygiera w Toruniu, Oddzial Kliniczmy VI Psychiatrii Mlodziezy, Toruń, Poland|Centro de Investigacion Clinica Psiquiatrica, Caguas, Puerto Rico|Spitalul Clinic de Psihiatrie Prof. Dr. Alexandru Obregia, Bucuresti, Romania|Spitalul Clinic de Psihiatrie Socola, Iasi, Romania|Spitalul Clinic de Urgenta pentru Copii "Louis Turcanu" Timisoara, Timisoara, Romania|Sverdiovsk Regional Clinical Psychiatric Hospital, Ekaterinburg, Russian Federation|GUZ Lipetsk Regional psychoneurological Hospital #1, Lipetsk, Russian Federation|Closed corporation "Scientific Center of Personalized Psychiatry", Moscow, Russian Federation|Scientific Center of Personalized Psychiatry, Moscow, Russian Federation|State Healthcare Institution of Nizhniy Novgordo region "Clinical Psychiatric Hospital #1 of City of Nizhniy Novgorod", Nizhny Novgorod, Russian Federation|SHI "City Psychoneurological dispensary #7 (with Hospital)", Saint Petersburg, Russian Federation|Center of Recovery Treatment "Pediatric Psychiatry" named after S.S. Mnukhin, Saint Petersburg, Russian Federation|Bekhterev Institute, Saint Petersburg, Russian Federation|Regional Clinical Mental Hospital of Saint Sofiya, Saratow, Russian Federation|FSBSI "Scientific Research Institute of Mental Health", Tomsk, Russian Federation|State Healthcare Institution of Yaroslavl Rgion "Yaroslavl Regional clinical Mental Hospital", Yaroslavl, Russian Federation|Hospital Marítimo de Torremolinos, Torremolinos, Málaga, Spain|RPsH #3 Сhildren Dept SHEI Ivano-Frankivsk SMU, Ivano Frankivsk, Ukraine|SI Institute of Neurology, Psychiatry and Narcology of NAMSU, Kharkiv, Ukraine|SI Institute of Children and Adolescents Healthcare of NAMSU, Kharkiv, Ukraine|TMA Psychiatry in Kyiv Center of NT & Rehabilitation of Psychotic Conditions, Kyiv, Ukraine|CI Lviv Regional Clinical Psychiatric Hospital, Lviv, Ukraine|Odesa Regional Psychoneurological Dispensary, Outpatient Dept., Odesa, Ukraine|O.F. Maltcev Poltava RCPsH Children Dept Ukrainian Medical Stomatological Academy, Poltava, Ukraine|CI Kherson Regional Psychiatric Hospital of Kherson RC, Stepanivka, Ukraine|Ternopil RCCPH Dept of Psychiatry #9 (adolescent)& #8 (pediatric) Ternopil I.Ya. Gorbachevskyi SMU, Ternopil, Ukraine|Reg. Psych. Hosp.n.a. O.Yuschenko, Dept. #121 VNMI, Vinnitsia, Ukraine	"Study Protocol: Final Protocol", https://ClinicalTrials.gov/ProvidedDocs/93/NCT01914393/Prot_000.pdf|"Statistical Analysis Plan", https://ClinicalTrials.gov/ProvidedDocs/93/NCT01914393/SAP_001.pdf	https://ClinicalTrials.gov/show/NCT01914393
127	NCT05163717	INP105 Proof-of-concept Study for the Acute Treatment of Agitation in Adolescents and Young Adults With ASD	CALM 201	Recruiting	No Results Available	Agitation in Adolescents and Young Adults With ASD	Combination Product: INP105|Combination Product: Placebo	Incidence of adverse events and serious adverse events in the INP105 and placebo groups up to 48 hours post-dose|Overall incidence of adverse events and serious adverse events in the INP105 and placebo groups|Change in Agitation-Calmness Evaluation Scale (ACES) score at 30 minutes post-dose|Change in Behavioral Activity Rating Scale (BARS) score at 30 minutes post-dose|Change in Overt Aggression Scale (OAS) score at 30 minutes post-dose|Change in Positive and Negative Syndrome Scale - Excited Component (PEC) score at 30 minutes post-dose|Change in irritability behavior frequency counts at 30 minutes post-dose|Clinical Global Impressions - Improvement (CGI-I) score at 30 minutes post-dose|Clinical Global Impressions - Efficacy (CGI-E) score at 30 minutes post-dose|Change in modified Aberrant Behavior Checklist - Irritability Subscale (ABC-I) score at 60 minutes post-dose|Time to reach an ACES score of 4 (normal) post-dosing|Frequency of administering pharmaceutical rescue intervention within 120 minutes after dosing	Impel Pharmaceuticals	All	12 Years to 21 Years   (Child, Adult)	Phase 2	32	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	INP105-201	June 23, 2022	January 2023	July 2023	December 20, 2021		October 25, 2022	Maine Behavioral Healthcare, Portland, Maine, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States		https://ClinicalTrials.gov/show/NCT05163717
128	NCT01745497	Iron Treatment of Sleep Disorders in Children With Autism Spectrum Disorder		Completed	No Results Available	Autism Spectrum Disorder|Insomnia	Drug: Ferrous sulfate|Drug: Placebo	Improvement in sleep onset|Changes inDay time behavior|Improvements in sleep maintenance insomnia	University of Colorado, Denver|Autism Treatment Network|Massachusetts General Hospital|The Emmes Company, LLC|Health Resources and Services Administration (HRSA)	All	2 Years to 10 Years   (Child)	Phase 2	24	Other|Industry|U.S. Fed	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	12-0466	December 2012	August 2015	August 2015	December 10, 2012		August 3, 2020	Childrens Hospital Colorado, Aurora, Colorado, United States|University of Rochester, Rochester, New York, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|The Hospital for Sick Children, Toronto, Ontario, Canada		https://ClinicalTrials.gov/show/NCT01745497
129	NCT01808066	GroundsKeeper: A Qualitative Study of Applied Game-based Interactives in Special Education Programs		Completed	Has Results	Attention Deficit Hyperactivity Disorder|Autism Spectrum Disorder|Pervasive Developmental Disorder|Asperger's Disorder	Device: Groundskeeper	Number of Participants With an Increase/Improvement in Focusing|Number of Participants Identified as Attentive, Interested and Motivated Via Pre Interview	CogCubed, Corp|Ohio University	All	5 Years to 12 Years   (Child)	Not Applicable	21	Industry|Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	12X226	January 2013	May 2013	May 2013	March 11, 2013	September 9, 2014	October 16, 2019	Ohio University, Athens, Ohio, United States		https://ClinicalTrials.gov/show/NCT01808066
130	NCT02776215	Study of the Pharmacokinetics and Safety of Tasimelteon in Children and Adolescents		Unknown status	No Results Available	Circadian Rhythm Sleep Disorders|Non-24 Hour Sleep-Wake Disorder|Autism Spectrum Disorder|Smith-Magenis Syndrome	Drug: tasimelteon	Area under the curver (AUC) of tasimelteon and its metabolites|Maximum concetration (Cmax) of tasimelteon and its metabolites|Steady-state concentration (Css) of tasimelteon and its metabolites|Half-life of tasimelteon and its metabolites|Trough concentration (Ctrough) of tasimelteon and its metabolites|Safety and tolerability of tasimelteon as measured by spontaneous reporting of adverse events (AEs)|Safety and tolerability of tasimelteon as measured by Pediatric Adverse Event Reporting System (PAERS)	Vanda Pharmaceuticals	All	3 Years to 17 Years   (Child)	Phase 1	24	Industry	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	VP-VEC-162-4201	September 2016	December 2018		May 18, 2016		March 1, 2017	Parexel Early Phase Clinical Unit, Baltimore, Maryland, United States		https://ClinicalTrials.gov/show/NCT02776215
